id,bank,category,merchant_name,merchant_locations_or_group,benefit_summary,benefit_type,percentages,promotion_days,day_text,validity,caps_and_minimums,level_rules,source_url
2054aaaa9f013f6f,Continental,Supermercados,Supermercado Jullito - Miércoles de Supermercados,,15%; 15% de reintegro,reintegro,15%,miércoles,Los miércoles,Vigente hasta el 24 de agosto de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
975fb086eff67bdd,Continental,Supermercados,Supermercado Ka'i - Miércoles de Supermercados,,10%; 10% de reintegro,reintegro,10%,miércoles,Los miércoles,Vigente hasta el 12 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5b24f6820c6a33a6,Continental,Supermercados,Supermercado Kaiza - Miércoles de supermercados,,15%; 15% de reintegro,reintegro,15%,miércoles,Los miércoles,Vigente hasta el 18 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
370e7eda4d97a454,Continental,Supermercados,Supermercado La Familia - Miércoles de Supermercados,,10%; 10% de reintegro,reintegro,10%,miércoles,Los miércoles,Vigente hasta el 21 de diciembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9ac8cca3a40c52ab,Continental,Supermercados,Supermercado La Moderna - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 23 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
abfd77cb06ba9e5c,Continental,Supermercados,Supermercado Las Ellas - Miércoles de supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 18 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f45bcb87727b5211,Continental,Supermercados,Supermercado Las Estrellas - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 10 de febrero de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
bb65ee6e74247385,Continental,Supermercados,Supermercado Los Jardines - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 23 de diciembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c7827a344bc08135,Continental,Supermercados,Supermercado MR Express - Miércoles de Supermercados,,15%; 15% de reintegro,reintegro,15%,miércoles,Los miércoles,Vigente hasta el 28 de octubre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
624785913cda26fa,Continental,Supermercados,Supermercado Marangatu - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 21 de abril de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5ea0a35fb64c5daa,Continental,Supermercados,Supermercado MiniMax - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 18 agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
aa103087a7fafb3e,Continental,Supermercados,Supermercado Multicarnes - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 26 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
38a5bbec60e02a1a,Continental,Supermercados,Supermercado Primavera - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 07 de octubre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
386821e1573bb1a8,Continental,Supermercados,Supermercado Sac - Miércoles de supermercados,,10%; 10% de reintegro,reintegro,10%,miércoles,Los miércoles,Vigente hasta el 18 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
861711f1939249eb,Continental,Supermercados,Supermercado Salemma - Miércoles de supermercados,,30%; Hasta 12 cuotas sin intereses; 30% de reintegro,cuotas_sin_intereses,30%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 07 de abril de 2027,Límite de compra semanal de hasta Gs; Límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
59ab514280eb7cbf,Continental,Supermercados,Supermercado San Sebastian - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 09 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5714105f900859b2,Continental,Supermercados,Supermercado San Vicente - Miércoles de supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 12 de mayo de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
6b807ec15544690d,Continental,Supermercados,Supermercado Santa Elena - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 02 de junio de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
af7ddfca1d616ac7,Continental,Supermercados,Supermercado Santa Rosa de Lima - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 07 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
51000cb729bdb772,Continental,Supermercados,Supermercado Santo Domingo - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles; domingo,Los miércoles,Vigente hasta el 05 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3dae4249cf36d101,Continental,Supermercados,Supermercado Schneider - Miércoles de supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 30 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0325c3e63ca0ab93,Continental,Supermercados,Supermercado SyM - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 11 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a71197ac114afeed,Continental,Supermercados,Supermercado Victor - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 02 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5080e39c523dbdad,Continental,Supermercados,Supermercado Ára - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 16 de junio de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3f934cbc87ed4533,Continental,Supermercados,Supermás - Miércoles de Supermercados,,10%; 10% de reintegro,reintegro,10%,miércoles,Los miércoles,Vigente hasta el 21 de octubre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
2714e6eeb09f82d8,Continental,Supermercados,Superseis - Miércoles de Supermercados,,20%; Hasta 18 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 31 de diciembre de 2026,Límite de compra semanal de hasta Gs; Límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
465a9717a63b58ad,Continental,Supermercados,Todo Chaco - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 09 de enero de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8506f1ded1407f96,Continental,Supermercados,Total Abasto - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 18 de agosto de 2027,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9dedf88b18aee11a,Continental,Supermercados,Ultra Minú - Minimarket de Estaciones de Servicio Ultra,,20%; 20% de reintegro,reintegro,20%,viernes,Los viernes,Vigente hasta el 09 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
92c229f4f7dc932a,Continental,Supermercados,Villa Sofía - Miércoles de supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 02 de septiembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
68a6d8ba21799751,Continental,Supermercados,Virgen del Rosario - Miércoles de Supermercados,,20%; 20% de reintegro,reintegro,20%,miércoles,Los miércoles,Vigente hasta el 26 de noviembre de 2026,Límite de compra semanal de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3f275edebc2bc3b6,Continental,Tiendas,360 Sneaker Store,,Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 03 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5400130db9c2338e,Continental,Tiendas,A Y L Tienda,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 23 de noviembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b7f00e1bed6374e2,Continental,Tiendas,AB Alejandro Benítez Calzados - Encarnación,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta el 27 de mayo de 2027,Límite de compras mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3302aee00ce415ec,Continental,Tiendas,AB Alejandro Benítez Calzados - Luque y Villamorra,,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 17 de septiembre de 2026,Límite de compras mensual de hasta Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3c88482aa50e23af,Continental,Tiendas,AL Store,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta el 17 de junio de 2027,Límite de compra de mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a9040058ea0e274d,Continental,Tiendas,Acuario Comercial,,10%; 20% de reintegro,reintegro,10%; 20%,jueves,Los jueves,Vigente hasta el 06 de noviembre de 2026,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5540b85ba5026b88,Continental,Tiendas,Adidas,,Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 03 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
42f3d3dec7625c46,Continental,Tiendas,Agugu Bebés,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 13 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
11513fff689c8d13,Continental,Tiendas,Albertina,,25%; 25% de reintegro; 20% de reintegro,reintegro,25%; 20%,jueves,Los jueves,Vigente hasta el 10 de septiembre de 2026,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
3369bbc9672c43af,Continental,Tiendas,Alborada Super Store,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta el 15 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
59a49acfc7490c10,Continental,Tiendas,Alex Vidrios,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 27 de enero de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b1f577bb49528107,Continental,Tiendas,Alexa Tienda,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 27 de mayo de 2027,Límite de compras mensual de hasta de Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cd0e1fd4c3be2ee6,Continental,Tiendas,Alhambra Alfombras,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 29 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
65fa80d530c17872,Continental,Tiendas,Alma Novedades,,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 06 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 500.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
16cb12694f1b370d,Continental,Tiendas,Alternativa,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta el 26 de febrero de 2027,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a9ec3ff22884c1b1,Continental,Tiendas,Alto Concepto Trajes,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 2.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
51ac473ab848c5a7,Continental,Tiendas,Arezzo,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de agosto de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4a3624618c4f0949,Continental,Tiendas,Atacado Connect,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 13 de marzo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4d46397f34ed73ca,Continental,Tiendas,Atemporal,,20%; 20% de reintegro,reintegro,20%,jueves,Los jueves,Vigente hasta 10 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
8dd01fd1ef5589d4,Continental,Tiendas,Atenas Sports,,hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 18 de mayo de 2027,Límite de compra mensual de hasta Gs; Límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5f020e7141d786ce,Continental,Tiendas,Balboa,,Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 03 de junio de 2027,Límite de compra mensual de hasta Gs; Gs. 3.000.000; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
356d784182982f2e,Continental,Tiendas,Barista Róga,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 31 de diciembre del 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4e4a0e17c4bf4b7d,Continental,Tiendas,Benditta Collection,,15%; hasta 12 cuotas sin intereses; 10% de reintegro; 15% de descuento,cuotas_sin_intereses,15%; 10%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 03 de septiembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ff0756763498bddf,Continental,Tiendas,Bertoni,,20%; hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,20%; 25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 15 abril de 2027,Límite de compra mensual de hasta Gs; Límite de compra de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
cc27e5f6e467958c,Continental,Tiendas,Birkenstock,,25% de reintegro; 20% de reintegro,reintegro,25%; 20%,jueves,los jueves,Vigente hasta el 13 de noviembre de 2026,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
5a46958bfda5a355,Continental,Tiendas,Bodega Boutique,,20%; 25% de reintegro; 20% de reintegro,reintegro,20%; 25%,viernes; sábado,Los viernes,Vigente hasta el 25 de septiembre de 2026,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
28686c05a1134f76,Continental,Tiendas,Body Club,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 15 de abril de 2027,Límite de compra mensual de hasta Gs; Límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
2a896e1fdd618f43,Continental,Tiendas,Body Sculpt,,hasta 12 cuotas sin intereses; 20% en caja,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 04 de febrero del 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
9f8846df0e30fac9,Continental,Tiendas,Buscapies,,20%; hasta 6 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente desde el 15 de enero de 2026 hasta el 7 de enero de 2027,Límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
71aace636f0fb4c0,Continental,Tiendas,CAT,,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 01 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
c55d7f6f172fc412,Continental,Tiendas,CEI Calzados,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente desde el 15 de enero de 2026 hasta el 27 de enero de 2027,Límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ff14a3dfdb58783b,Continental,Tiendas,Casa Antola,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 03 de noviembre de 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
1e17a176298f1978,Continental,Tiendas,Casa Bakunovich,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 22 de diciembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs.1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
a1b0d9ab461d5d0b,Continental,Tiendas,Casa China,,15%; 15% de reintegro,reintegro,15%,jueves,Los jueves,Vigente hasta el 08 de junio de 2027,Límite de compras mensual de hasta Gs; Gs. 500.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
7371e15f9674b19b,Continental,Tiendas,Casa Heri Calzados,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 21 de enero de 2027,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
4b241e7c006596e9,Continental,Tiendas,Casa Miró,,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 01 de octubre de 2026,Límite de compra mensual de Gs; Gs. 3.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
36b7fc96f93dd26f,Continental,Tiendas,Casa Omnia,,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 20 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
ebfe2bfa6bf84284,Continental,Tiendas,Casa Vera,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 14 de octubre de 2026,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
50e34986420bf777,Continental,Tiendas,Casa de Campo,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 12 de noviembre del 2026,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
21b404208349274d,Continental,Tiendas,CellShop,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 18 de febrero de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0d02271a4cda923a,Continental,Tiendas,Centric Shopping Pilar,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 22 de abril de 2027,Límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0520175555d2a335,Continental,Tiendas,Champs Elysées,,20%; hasta 12 cuotas sin intereses; 20% de reintegro; 25% de reintegro,cuotas_sin_intereses,20%; 25%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,No especificado,Límites de compras: - Reintegros del 20% con límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
e37dd09e25a81a2d,Continental,Tiendas,Chetos & Chetitos,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,Vigente hasta el 29 de abril del 2027,Límite de compra mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
06da5d831e62ddf6,Continental,Tiendas,Cindy & Co.,,20%; 20% de reintegro,reintegro,20%,jueves,los jueves,"Vigente hasta el 11 de septiembre de 2026 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Límite de compras mensual de hasta Gs; Gs. 1.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
45f618f6bc426937,Continental,Tiendas,Claudia Boutique,,10%; hasta 12 cuotas sin intereses; 10 % de descuento,cuotas_sin_intereses,10%; 10 %,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 27 de agosto de 2026,Límites de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
378553642f719a6b,Continental,Tiendas,Click Box,,Hasta 18 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente hasta el 15 de diciembre de 2026,Límite de compra: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
f3bfb9e48ac0b25b,Continental,Tiendas,Coco Fit,,20%; hasta 12 cuotas sin intereses; 20% de reintegro,cuotas_sin_intereses,20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,"Vigente hasta el 03 de febrero del 2027 (*) Beneficio exclusivo para compras de consumo personal o familiar, no aplica a compras con fines comerciales",Límite de compra mensual de hasta Gs; Gs. 1.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
0403a0df26b8bcf4,Continental,Tiendas,Cole Haan,,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 01 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
af77fb738c77ebf6,Continental,Tiendas,Comercial El Lorito,,Hasta 12 cuotas sin intereses,cuotas_sin_intereses,,lunes; martes; miércoles; jueves; viernes; sábado; domingo,Todos los días,Vigente desde el 27 de mayo de 2025 hasta el 26 de mayo de 2027,Límite de compra mensual de hasta Gs; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
b7f1716efeadac09,Continental,Tiendas,Crocs,,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,cuotas_sin_intereses,25%; 20%,lunes; martes; miércoles; jueves; viernes; sábado; domingo,todos los días,Vigente hasta el 01 de julio de 2027,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,,https://www.bancontinental.com.py/api/comercios?_limit=-1
