Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Medios de pago,Detalle,Bases y condiciones,URL detalle,URL categoría
Varios,Itaú,American Look,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1251,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Ares,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31392,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,BELLA AURORA,12 Cuotas sin intereses; Tenes hasta 12 cuotas sin intereses.,No especificado,2026-06-26 hasta 2026-12-31,tarjeta de crédito,Hasta el 31 de diciembre 2026. Pagando con tus tarjetas de crédito Itau. Tenes hasta 12 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=17017&c=32012,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Bertoni,6 Cuotas sin intereses 15 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,No especificado,2026-03-26 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 10% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16903&c=30201,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Bertoni,6 Cuotas sin intereses 20 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,No especificado,2026-03-26 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16965&c=30201,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,CONTROL UNION,10 Cuotas sin intereses; Tenes 10 cuotas sin intereses.,No especificado,2026-06-09 hasta 2026-08-31,tarjeta de crédito,Hasta el 31 de agosto 2026. Pagando con tarjetas de crédito Itaú. Tenes 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=17011&c=32007,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Casa Corbellani,20 % 10 Cuotas sin intereses; 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2025-05-10 hasta 2026-12-31,tarjeta de crédito,Del 4 de junio al 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 10 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16292&c=31593,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Cat,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1371,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Chacomer,20 % 12 Cuotas sin intereses; Tenes 20% de ahorro y hasta 12 cuotas sin intereses.,todos los viernes,2025-05-01 hasta 2026-12-31,tarjeta de crédito,Del 1 de julio al 31 de diciembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro y hasta 12 cuotas sin intereses. Aplica 15% en baterías de autos. Aplica todos los viernes. Los descuentos no son acumulables.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16230&c=30995,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Chacomer,20 % 12 Cuotas sin intereses; Tenes 20% de reintegro con las Tarjetas de Crédito Itaú y HASTA 12 CUOTAS SIN INTERESES,No especificado,2025-03-01 hasta 2026-09-30,tarjeta de crédito,"Del 5 de agosto al 30 de septiembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de reintegro con las Tarjetas de Crédito Itaú y HASTA 12 CUOTAS SIN INTERESES. Aplica en juego de Cubiertas Kumho. Servicio gratuito en: Montaje, Alineación, Balanceo y Válvulas. Promoción válida para locales de Casa Central y 4 Mojones.","*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 12 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16122&c=30995,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Crocs,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1432,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Denoir,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1444,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,EXA GOETHE,6 Cuotas sin intereses; Tenes 6 cuotas sin intereses.,No especificado,2026-03-05 hasta 2026-12-31,tarjeta de crédito,"Del 5 de marzo al 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 6 cuotas sin intereses. Sumá la cuota al debito automatico de tu tarjeta de crédito Itaú y olvidate de cortes y vencimientos. Para activarlo, escribí al EXA Goethe al 0987 150 382.","Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16953&c=31951,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Fapasisa,10 Cuotas sin intereses 20 % Hasta; hasta 20% de ahorro y hasta 10 cuotas sin intereses.,No especificado,2026-07-08 hasta 2026-09-30,tarjeta de crédito,Del 8 de julio al 30 de septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 20% de ahorro y hasta 10 cuotas sin intereses. Aplica en productos seleccionados.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16756&c=30412,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Garden,3 Cuotas sin intereses; hasta 3 cuotas sin intereses.,No especificado,2025-01-01 hasta 2026-12-31,tarjeta de crédito,Del 3 de agosto al 31 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 3 cuotas sin intereses.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 3 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=13561&c=30380,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Hering,6 Cuotas sin intereses 20 % Hasta; Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses,No especificado,2026-03-26 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 15% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16965&c=1600,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Indio Termos,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31092,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,JOSEPH COIFFURE,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1629,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Lomas Padel,20 %; Tenes 20% de ahorro con APPLE PAY o GOOGLE PAY (billeteras).,No especificado,2024-04-15 hasta 2026-12-27,tarjeta de crédito,Del 11 de julio al 27 de diciembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro con APPLE PAY o GOOGLE PAY (billeteras). Aplica solo sábado y domingo. Aplica a la cantina.,"Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=15182&c=30608,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Mi portal Coca Cola,25 %; 25% de ahorro.,Aplica los domingos,2025-10-19 hasta 2026-08-30,tarjeta de crédito,Hasta el 30 de Agosto de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 25% de ahorro. Válidos para compras desde el portal web de Coca Cola. Aplica los domingos. Tope de compra de 1.000.000 Gs durante el periodo de la promoción. La promo no aplica a retornables y que no es acumulable con otras promociones.,"Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16428&c=31719,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,New Balance,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=1272,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Nice,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30240,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Pampero,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=31093,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Patrol,6 Cuotas sin intereses 25 % Hasta; 20% de ahorro mas 5% pagando con Billetera y hasta 6 cuotas sin intereses,No especificado,2025-05-30 hasta 2026-12-02,tarjeta de crédito,Hasta el 2 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 20% de ahorro mas 5% pagando con GPAY y APPLE PAY y hasta 6 cuotas sin intereses. Aplica en el Shopping Mariano. Aplica el primer miércoles del mes.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 6 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones.",https://www.itau.com.py/beneficios2/Detalle?b=16312&c=30094,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,Primer Martes,"25 % Hasta 10 Cuotas sin intereses; hasta 25% de ahorro y hasta 10 cuotas sin intereses + 10% con código QR, Apple Pay, Google Pay.",No especificado,2026-01-06 hasta 2026-12-01,tarjeta de crédito,Del martes 6 de enero al 1 de diciembre de 2026. Pagando con tus tarjetas de crédito Itaú. Tenes hasta 25% de ahorro y hasta 10 cuotas sin intereses + 5% con Apple pay y Google pay. Aplica al Paseo La Galería.,"*Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, MasterCard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. Aplica a descuentos de 5 – 10 – 15 – 20 y hasta 25% de descuento y un adicional de 5% pagando con QR, Apple Pay, Google Pay con tarjeta de crédito desde la app ITAÚ en locales adheridos del Paseo la Galería. No acumulable con otras promociones. Locales adheridos: ALDO BERTONI BIRKENSTOCK EL MERCADILLO GAP MOSS UNDER ARMOUR VERONICA WILLIGS ALEMANIA CELL BRAUN CALVIN KLEIN CASA AMERICANA CUNA BELLA HERING HIGH LOW ISDIN JOYERIA ARMELE MAC MANGO ORAL B PALUPIA PARFOIS PILAR TL SPORT & OUTDOORS TOMMY HILFIGER VENDOME RELOJERIA AEROPOSTALE APHRODITE CASA MARIA CAT CHAMPS ELYSEÉS COLE HAAN COLUMBIA CROCS DENOIR ENEACHE FUSCHIA INDIAN EMPORIUM JOSEFINA KERASTASE LUPO MARIE MARIE MATCH MAYBELLINE MUAR NEW BALANCE NINE WEST ODETTE OPTICA VISION PIERRE LANNIER PLANET TOY PULSAK PUMA RND ROCHESTER RONDINA SCALA SKECHERS SPORT HOUSE TIMBERLAND TOTTO VERDAD CONSECUENCIA WRANGLER - LEE GNC VERNIER BIBI",https://www.itau.com.py/beneficios2/Detalle?b=13431&c=31173,https://www.itau.com.py/beneficios2/categoria/16
Varios,Itaú,RAICES REAL ESTATE,10 Cuotas sin intereses; Tenes 10 cuotas sin intereses.,No especificado,2026-05-25 hasta 2026-09-20,tarjeta de crédito,Del 22 de mayo al 20 de septiembre 2026. Pagando con tus tarjetas de crédito Itaú. Tenes 10 cuotas sin intereses.,"Con tus tarjetas de crédito Itaú podés elegir pagar en hasta 10 cuotas sin intereses. La cantidad de cuotas la elegís al momento de la compra. Aplica para compras realizadas a través del pos de Bancard. No incluye tarjetas pre – pagas. Las tarjetas de crédito que acumulan puntos son Visa Infinite, Interventajas, American Express (Platinum, Gold y Green), Visa Platinum, Mastercard Black, afinidad Club Centenario y Touring. Las tarjetas de crédito con las afinidades LATAM y Aadvantage acumulan en sus respectivos programas. No acumulable con otras promociones",https://www.itau.com.py/beneficios2/Detalle?b=16996&c=31992,https://www.itau.com.py/beneficios2/categoria/16
