Categoría,Banco,Comercio/Promoción,Cantidad de descuento / beneficio,Día de promoción,Vigencia,Ciudad,Montos / topes,Detalle,Logo URL,Fuente API
Tiendas,Continental,Fitway,25%; 25% de reintegro; 20% de reintegro,los jueves,Vigente hasta el 25 de marzo de 2027,Asunción,Límite de compras mensual de hasta Gs; Gs. 1.000.000,"Todos los jueves, en Fitway - 25% de reintegro, pagando con las tarjetas de crédito Continental Privilege Continental. - 20% de reintegro. pagando con las tarjetas de crédito Continental (Dinelco, Clásica, Oro, Black e Infinite). Exclusivamente a través del POS Dinelco. Límite de compras mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales Vigente hasta el 25 de marzo de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_11_bd63300353.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Flash Importados,20%; Hasta 12 cuotas sin intereses; 20% de reintegro,todos los días,Vigente hasta el 27 de agosto de 2026,Ciudad del Este,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en Flash Importados. - 20% de reintegro en el extracto pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. - Hasta 12 cuotas sin intereses, todos los días pagando con las tarjetas de crédito Continental. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras presenciales. El reintegro no es válido para productos promocionales. No aplica para pagos a través de POS Virtual. Vigente hasta el 27 de agosto de 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/ce885c77_15e5_4caa_b64a_b2e150ad8dd9_d83671f4c6.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Forever 21,20%; hasta 12 cuotas sin intereses; 20% de reintegro; 25% de reintegro,todos los días,No especificado,No especificado,Límites de compras: - Reintegros del 20% con límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en Forever 21. - 20% de reintegro en el extracto y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Continental (Dinelco, Clásica, Oro, Black e Infinite). exclusivamente a través del POS Dinelco. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental. exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros del 20% con límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. - Reintegros del 25% con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 Las promociones aplican únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigentes hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas,Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_2024_10_16_T170325_852_a47c42b185.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Forever 21 - Privilege,25%; hasta 12 cuotas sin intereses; 25% de reintegro,todos los días,Vigente hasta el 01 de octubre del 2026,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en Forever 21. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logos_para_By_C_Privilege_28_c883b1424d.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Freesia Cosméticos,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 19 de noviembre de 2026,Concepción,Límite de compras: - Cuotas sin intereses con límite de compra mensual de Gs; Gs. 50.000.000,"Todos los días, en Freesia Cosméticos. - Hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compras: - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigente hasta el 19 de noviembre de 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/21b9ac25_d3aa_43a2_b5d3_ecd5ce7a9876_51f9d8db7d.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Furla,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 14 de agosto de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Furla (Trovari). - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 14 de agosto de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Furla_bc81c1a0c5.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,GH1S,25% de reintegro,los jueves,Vigente hasta el 20 de noviembre del 2026,No especificado,Límites de compras: - Reintegros con límite de compra mensual de hasta Gs; Gs. 1.000.000,"Todos los jueves, en GH1S - 25% de reintegro en el extracto, pagando con las tarjetas de crédito Continental. exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros con límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. Aplica únicamente para compras presenciales.No aplica para pagos a través de POS Virtual. Vigente hasta el 20 de noviembre del 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/LOGO_GH_1_S_e8b71c1b36.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Gaete - Tienda Deportiva,20%; 20% de reintegro,los jueves,"Vigente hasta el 25 de febrero del 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal",Tomás R. Pereira,Límite de compras mensual de hasta Gs; Gs. 1.000.000,"Todos los jueves, en Gaete - Tienda Deportiva. - 20% de reintegro en el extracto, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compras mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 25 de febrero del 2027 (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logo_gaete_bab7de5747.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Ganian Petshop,20%; 20% de reintegro,Los jueves,Vigente hasta el 08 de junio de 2027,No especificado,Límite de compras mensual de hasta Gs; Gs. 500.000,"Los jueves, en Ganian Petshop. - 20% de reintegro. Límite de compras mensual de hasta Gs. 500.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR . No aplica para pagos online, a través links de pago o POS virtuales. Vigente hasta el 08 de junio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Ganian_Logo_300x_1f732512db.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Gilardini,20%; hasta 12 cuotas sin intereses; 20% de reintegro,todos los días,Vigente hasta el 18 de marzo de 2027,Asunción,Límite de compras mensual de hasta Gs; Gs. 3.000.000; Gs. 50.000.000,"Todos los jueves, en Gilardini - 20% de reintegro en el extracto, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compras mensual de hasta Gs. 3.000.000 por cuenta de tarjeta. Además, todos los días: hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compras mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 18 de marzo de 2027. (*) No participan las tarjetas Cabal, Pre Pagas ni GourmetCard. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Gilardini_a1f39b46c9.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Giorgio Redaelli,20%; 20% de reintegro,los jueves,Vigente hasta el 27 de mayo de 2027,Asunción,Límite de compras mensual de hasta de Gs; Gs. 1.000.000,"Todos los jueves, en Giorgio Redaelli. - 20% de reintegro. Límite de compras mensual de hasta de Gs. 1.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pago o POS virtuales. Vigente hasta el 27 de mayo de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_62_83ed2ffd87.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Glamore Shoes,20%; 25% de reintegro; 20% de reintegro,Los jueves,Vigente hasta el 05 de febrero de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 1.500.000,"Los jueves, en Glamore Shoes. - 25% de reintegro con Privilege Continental. - 20% de reintegro con Clásica, Dinelco, Oro, Black e Infinite. Límite de compra mensual de hasta Gs. 1.500.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 05 de febrero de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/imagen_2026_08_06_T082438_881_752b2a58d1.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Guess,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,todos los días,Vigente hasta el 01 de julio de 2027,San Lorenzo,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,"Los jueves, en Guess. - 25% de reintegro con Privilege Continental - 20% de reintegro con Clásica, Dinelco, Oro, Black e Infinite Límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 01 de julio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/LOGO_GUESS_c219232a80.webp,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,HeartWood,20%; 20% de reintegro,Todos los días,Vigente hasta el 12 de agosto de 2027,Santa Rita (Alto Paraná),Límite de compra mensual de hasta Gs; Gs. 2.000.000,"Todos los días, en HeartWood. - 20% de reintegro. Límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 12 de agosto de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/LOGO_ACTUALIZADO_usar_este_7416c76ecb.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Hey Dude,25%; Hasta 12 cuotas sin intereses; 25% de reintegro; 20% de reintegro,todos los días,Vigente hasta el 01 de julio de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,"Los jueves, en Hey Dude. - 25% de reintegro con Privilege Continental - 20% de reintegro con Clásica, Dinelco, Oro, Black e Infinite Límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 01 de julio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin in currir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Hey_Dude_272ba7cab7.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Hope,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 14 de agosto de 2027,Asunción,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Hope (Trovari). - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 14 de agosto de 2027. (*) No participan las tarjetas Prepagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Hope_b922ccff7a.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,ISDIN,20%; hasta 12 cuotas sin intereses; 20% de reintegro; 25% de reintegro,todos los días,No especificado,No especificado,Límites de compras: - Reintegros del 20% con límite de compra mensual de hasta Gs; límite de compra mensual de hasta Gs; límite de compra mensual de Gs; Gs. 1.000.000; Gs. 2.000.000; Gs. 50.000.000,"Todos los jueves, en ISDIN - 20% de reintegro en el extracto y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Continental (Dinelco, Clásica, Oro, Black e Infinite). exclusivamente a través del POS Dinelco. - 25% de reintegro en el extracto, y, todos los días, hasta 12 cuotas sin intereses pagando con las tarjetas de crédito Privilege Continental. exclusivamente a través del POS Dinelco. Límites de compras: - Reintegros del 20% con límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. - Reintegros del 25% con límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. - Cuotas sin intereses con límite de compra mensual de Gs. 50.000.000 Las promociones aplican únicamente para compras presenciales. No aplica para pagos a través de POS Virtual. Vigentes hasta el 01 de octubre del 2026. (*) No participan las tarjetas Pre-Pagas,Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/3a1f722f_a252_4533_8bfc_6c46cddfc6a1_c89008c885.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Intershop,Hasta 18 cuotas sin intereses,Todos los días,Vigente hasta el 10 de abril del 2027,Ciudad del Este,Límite de compra mensual de hasta Gs; Gs. 50.000.000,"Todos los días, en Intershop. - Hasta 18 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Vigente hasta el 10 de abril del 2027. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/SAVE_20260408_153012_fcfe5acd62.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Ipacarai Import - Export S.A,30%; Hasta 12 cuotas sin intereses; 30% de reintegro,todos los días,Vigente hasta el 17 de junio de 2027,No especificado,Límite de compra mensual de hasta Gs; Gs. 2.000.000; Gs. 50.000.000,"Los jueves, en Ipacarai Import Export S.A. - 30% de reintegro. Límite de compra mensual de hasta Gs. 2.000.000 por cuenta de tarjeta. Además, todos los días: - Hasta 12 cuotas sin intereses. Límite de compra mensual de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Sucursales: - Matriz: Minga Guazú Km. 24 Avda. Monseñor Rodríguez de Francia. - Suc.1 : Ciudad del Este Km 6 1/2 - Barrio San Isidro. Vigente hasta el 17 de junio de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/LOGO_IPACARAI_2b2f84514f.png,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Iphone Service,Hasta 12 cuotas sin intereses,Todos los días,Vigente hasta el 20 de octubre de 2026,Asunción,Límite de compra de hasta Gs; Gs. 50.000.000,"Todos los días, en Iphone Service. - Hasta 12 cuotas sin intereses. Límite de compra de hasta Gs. 50.000.000 por cuenta de tarjeta. Válido pagando con tarjetas de crédito Continental. Exclusivo en POS Dinelco. Aplica únicamente para compras o pagos presenciales vía POS físico, con tarjeta física o QR. No aplica para pagos online, a través de links de pago o POS virtuales. Vigente hasta el 20 de octubre de 2026. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",,https://www.bancontinental.com.py/api/comercios?_limit=-1
Tiendas,Continental,Iron Store,20%; hasta 12 cuotas sin intereses; 20% de reintegro,todos los días,Vigente hasta el 13 de mayo de 2027,No especificado,Límite de compra mensual de hasta Gs; Límite de compra mensual de Gs; Gs. 1.000.000; Gs. 50.000.000,"Todos los jueves, en Iron Store. - 20% de reintegro, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compra mensual de hasta Gs. 1.000.000 por cuenta de tarjeta. Además, todos los días: hasta 12 cuotas sin intereses, pagando con las tarjetas de crédito Continental exclusivamente a través del POS Dinelco. Límite de compra mensual de Gs. 50.000.000 por cuenta de tarjeta. Aplica únicamente para compras o pagos presenciales, vía POS físico. No aplica para pagos online, a través links de pagos o POS virtuales. Vigente hasta el 13 de mayo de 2027. (*) No participan las tarjetas Pre-Pagas, Gourmet Card ni Cabal. No acumulable con otras promociones. ( ) El Banco Continental S.A.E.C.A. se reserva el derecho de modificar o dar por finalizada la continuidad de esta u otra promoción en cualquier momento, de manera unilateral, sin incurrir en reclamo alguno por parte del cliente. ( *) Beneficio exclusivo para clientes del Banco Continental y para uso personal de los mismos. ( ) Para beneficiarse de la promoción, la factura del producto o servicio adquirido deberá ser emitida a nombre del titular o adicional de la tarjeta con la cual se abonó el pago.",https://www.bancontinental.com.py/uploads/Logo_Iron_Store_578f5648b2.jpeg,https://www.bancontinental.com.py/api/comercios?_limit=-1
